cond,model,scenario_id,cell_type,unethical
ethics-only (U alone),opus48,s23,fully_true,1
ethics-only (U alone),opus48,s23,fully_true,1
ethics-only (U alone),opus48,s23,fully_true,1
ethics-only (U alone),gemini3pro,s23,fully_true,1
ethics-only (U alone),gemini3pro,s23,fully_true,1
ethics-only (U alone),gemini3pro,s23,fully_true,1
ethics-only (U alone),gemini3pro,s23,fully_true,1
ethics-only (U alone),gemini3pro,s23,fully_true,1
ethics-only (U alone),gemini3pro,s23,fully_true,1
ethics-only (U alone),gemini3pro,s23,fully_true,1
ethics-only (U alone),gemini3pro,s23,fully_true,1
ethics-only (U alone),gemini3pro,s23,fully_true,1
ethics-only (U alone),gemini3pro,s23,fully_true,1
ethics-only (U alone),gpt55,s23,palter,4
ethics-only (U alone),gpt55,s23,palter,3
ethics-only (U alone),gpt55,s23,palter,3
ethics-only (U alone),gpt55,s23,palter,4
ethics-only (U alone),gpt55,s23,palter,4
ethics-only (U alone),gpt55,s23,palter,4
ethics-only (U alone),gpt55,s23,palter,4
ethics-only (U alone),gpt55,s23,palter,4
ethics-only (U alone),gpt55,s23,palter,5
ethics-only (U alone),gpt55,s23,palter,4
ethics-only (U alone),opus48,s23,palter,3
ethics-only (U alone),opus48,s23,palter,3
ethics-only (U alone),opus48,s23,palter,4
ethics-only (U alone),opus48,s23,palter,4
ethics-only (U alone),opus48,s23,palter,3
ethics-only (U alone),opus48,s23,palter,3
ethics-only (U alone),opus48,s23,palter,4
ethics-only (U alone),opus48,s23,palter,3
ethics-only (U alone),opus48,s23,palter,3
ethics-only (U alone),opus48,s23,palter,3
ethics-only (U alone),gemini3pro,s23,palter,5
ethics-only (U alone),gemini3pro,s23,palter,4
ethics-only (U alone),gemini3pro,s23,palter,4
ethics-only (U alone),gemini3pro,s23,palter,5
ethics-only (U alone),gemini3pro,s23,palter,5
ethics-only (U alone),gemini3pro,s23,palter,5
ethics-only (U alone),gemini3pro,s23,palter,5
ethics-only (U alone),gemini3pro,s23,palter,5
ethics-only (U alone),gemini3pro,s23,palter,5
ethics-only (U alone),gemini3pro,s23,palter,5
ethics-only (U alone),gpt55,s23,truthy_falsehood,6
ethics-only (U alone),gpt55,s23,truthy_falsehood,6
ethics-only (U alone),gpt55,s23,truthy_falsehood,6
ethics-only (U alone),gpt55,s23,truthy_falsehood,6
ethics-only (U alone),gpt55,s23,truthy_falsehood,6
ethics-only (U alone),gpt55,s23,truthy_falsehood,5
ethics-only (U alone),gpt55,s23,truthy_falsehood,6
ethics-only (U alone),gpt55,s23,truthy_falsehood,6
ethics-only (U alone),gpt55,s23,truthy_falsehood,6
ethics-only (U alone),gpt55,s23,truthy_falsehood,6
ethics-only (U alone),opus48,s23,truthy_falsehood,5
ethics-only (U alone),opus48,s23,truthy_falsehood,5
ethics-only (U alone),opus48,s23,truthy_falsehood,5
ethics-only (U alone),opus48,s23,truthy_falsehood,5
ethics-only (U alone),opus48,s23,truthy_falsehood,5
ethics-only (U alone),opus48,s23,truthy_falsehood,5
ethics-only (U alone),opus48,s23,truthy_falsehood,5
ethics-only (U alone),opus48,s23,truthy_falsehood,5
ethics-only (U alone),opus48,s23,truthy_falsehood,5
ethics-only (U alone),opus48,s23,truthy_falsehood,5
ethics-only (U alone),gemini3pro,s23,truthy_falsehood,5
ethics-only (U alone),gemini3pro,s23,truthy_falsehood,5
ethics-only (U alone),gemini3pro,s23,truthy_falsehood,5
ethics-only (U alone),gemini3pro,s23,truthy_falsehood,5
ethics-only (U alone),gemini3pro,s23,truthy_falsehood,5
ethics-only (U alone),gemini3pro,s23,truthy_falsehood,5
ethics-only (U alone),gemini3pro,s23,truthy_falsehood,6
ethics-only (U alone),gemini3pro,s23,truthy_falsehood,5
ethics-only (U alone),gemini3pro,s23,truthy_falsehood,5
ethics-only (U alone),gemini3pro,s23,truthy_falsehood,5
ethics-only (U alone),gpt55,s23,blatant_falsehood,7
ethics-only (U alone),gpt55,s23,blatant_falsehood,7
ethics-only (U alone),gpt55,s23,blatant_falsehood,7
ethics-only (U alone),gpt55,s23,blatant_falsehood,7
ethics-only (U alone),gpt55,s23,blatant_falsehood,7
ethics-only (U alone),gpt55,s23,blatant_falsehood,7
ethics-only (U alone),gpt55,s23,blatant_falsehood,7
ethics-only (U alone),gpt55,s23,blatant_falsehood,7
ethics-only (U alone),gpt55,s23,blatant_falsehood,7
ethics-only (U alone),gpt55,s23,blatant_falsehood,7
ethics-only (U alone),opus48,s23,blatant_falsehood,6
ethics-only (U alone),opus48,s23,blatant_falsehood,6
ethics-only (U alone),opus48,s23,blatant_falsehood,6
ethics-only (U alone),opus48,s23,blatant_falsehood,6
ethics-only (U alone),opus48,s23,blatant_falsehood,6
ethics-only (U alone),opus48,s23,blatant_falsehood,6
ethics-only (U alone),opus48,s23,blatant_falsehood,6
ethics-only (U alone),opus48,s23,blatant_falsehood,6
ethics-only (U alone),opus48,s23,blatant_falsehood,6
ethics-only (U alone),opus48,s23,blatant_falsehood,6
ethics-only (U alone),gemini3pro,s23,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s23,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s23,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s23,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s23,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s23,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s23,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s23,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s23,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s23,blatant_falsehood,7
ethics-only (U alone),gpt55,s26,fully_true,1
ethics-only (U alone),gpt55,s26,fully_true,1
ethics-only (U alone),gpt55,s26,fully_true,1
ethics-only (U alone),gpt55,s26,fully_true,1
ethics-only (U alone),gpt55,s26,fully_true,1
ethics-only (U alone),gpt55,s26,fully_true,1
ethics-only (U alone),gpt55,s26,fully_true,1
ethics-only (U alone),gpt55,s26,fully_true,1
ethics-only (U alone),gpt55,s26,fully_true,1
ethics-only (U alone),gpt55,s26,fully_true,1
ethics-only (U alone),opus48,s26,fully_true,1
ethics-only (U alone),opus48,s26,fully_true,1
ethics-only (U alone),opus48,s26,fully_true,1
ethics-only (U alone),opus48,s26,fully_true,1
ethics-only (U alone),opus48,s26,fully_true,1
ethics-only (U alone),opus48,s26,fully_true,1
ethics-only (U alone),opus48,s26,fully_true,1
ethics-only (U alone),opus48,s26,fully_true,1
ethics-only (U alone),opus48,s26,fully_true,1
ethics-only (U alone),opus48,s26,fully_true,1
ethics-only (U alone),gemini3pro,s26,fully_true,1
ethics-only (U alone),gemini3pro,s26,fully_true,1
ethics-only (U alone),gemini3pro,s26,fully_true,1
ethics-only (U alone),gemini3pro,s26,fully_true,1
ethics-only (U alone),gemini3pro,s26,fully_true,1
ethics-only (U alone),gemini3pro,s26,fully_true,1
ethics-only (U alone),gemini3pro,s26,fully_true,1
ethics-only (U alone),gemini3pro,s26,fully_true,1
ethics-only (U alone),gemini3pro,s26,fully_true,1
ethics-only (U alone),gemini3pro,s26,fully_true,1
ethics-only (U alone),gpt55,s26,palter,3
ethics-only (U alone),gpt55,s26,palter,3
ethics-only (U alone),gpt55,s26,palter,3
ethics-only (U alone),gpt55,s26,palter,3
ethics-only (U alone),gpt55,s26,palter,3
ethics-only (U alone),gpt55,s26,palter,3
ethics-only (U alone),gpt55,s26,palter,3
ethics-only (U alone),gpt55,s26,palter,4
ethics-only (U alone),gpt55,s26,palter,3
ethics-only (U alone),gpt55,s26,palter,3
ethics-only (U alone),opus48,s26,palter,3
ethics-only (U alone),opus48,s26,palter,3
ethics-only (U alone),opus48,s26,palter,3
ethics-only (U alone),opus48,s26,palter,3
ethics-only (U alone),opus48,s26,palter,3
ethics-only (U alone),opus48,s26,palter,3
ethics-only (U alone),opus48,s26,palter,3
ethics-only (U alone),opus48,s26,palter,3
ethics-only (U alone),opus48,s26,palter,3
ethics-only (U alone),opus48,s26,palter,3
ethics-only (U alone),gemini3pro,s26,palter,1
ethics-only (U alone),gemini3pro,s26,palter,1
ethics-only (U alone),gemini3pro,s26,palter,1
ethics-only (U alone),gemini3pro,s26,palter,1
ethics-only (U alone),gemini3pro,s26,palter,1
ethics-only (U alone),gemini3pro,s26,palter,1
ethics-only (U alone),gemini3pro,s26,palter,1
ethics-only (U alone),gemini3pro,s26,palter,1
ethics-only (U alone),gemini3pro,s26,palter,1
ethics-only (U alone),gemini3pro,s26,palter,1
ethics-only (U alone),gpt55,s26,truthy_falsehood,4
ethics-only (U alone),gpt55,s26,truthy_falsehood,4
ethics-only (U alone),gpt55,s26,truthy_falsehood,4
ethics-only (U alone),gpt55,s26,truthy_falsehood,4
ethics-only (U alone),gpt55,s26,truthy_falsehood,4
ethics-only (U alone),gpt55,s26,truthy_falsehood,4
ethics-only (U alone),gpt55,s26,truthy_falsehood,4
ethics-only (U alone),gpt55,s26,truthy_falsehood,4
ethics-only (U alone),gpt55,s26,truthy_falsehood,3
ethics-only (U alone),gpt55,s26,truthy_falsehood,4
ethics-only (U alone),opus48,s26,truthy_falsehood,3
ethics-only (U alone),opus48,s26,truthy_falsehood,3
ethics-only (U alone),opus48,s26,truthy_falsehood,3
ethics-only (U alone),opus48,s26,truthy_falsehood,3
ethics-only (U alone),opus48,s26,truthy_falsehood,3
ethics-only (U alone),opus48,s26,truthy_falsehood,3
ethics-only (U alone),opus48,s26,truthy_falsehood,3
ethics-only (U alone),opus48,s26,truthy_falsehood,3
ethics-only (U alone),opus48,s26,truthy_falsehood,3
ethics-only (U alone),opus48,s26,truthy_falsehood,3
ethics-only (U alone),gemini3pro,s26,truthy_falsehood,3
ethics-only (U alone),gemini3pro,s26,truthy_falsehood,2
ethics-only (U alone),gemini3pro,s26,truthy_falsehood,2
ethics-only (U alone),gemini3pro,s26,truthy_falsehood,2
ethics-only (U alone),gemini3pro,s26,truthy_falsehood,2
ethics-only (U alone),gemini3pro,s26,truthy_falsehood,1
ethics-only (U alone),gemini3pro,s26,truthy_falsehood,2
ethics-only (U alone),gemini3pro,s26,truthy_falsehood,3
ethics-only (U alone),gemini3pro,s26,truthy_falsehood,2
ethics-only (U alone),gemini3pro,s26,truthy_falsehood,1
ethics-only (U alone),gpt55,s26,blatant_falsehood,7
ethics-only (U alone),gpt55,s26,blatant_falsehood,7
ethics-only (U alone),gpt55,s26,blatant_falsehood,7
ethics-only (U alone),gpt55,s26,blatant_falsehood,7
ethics-only (U alone),gpt55,s26,blatant_falsehood,7
ethics-only (U alone),gpt55,s26,blatant_falsehood,7
ethics-only (U alone),gpt55,s26,blatant_falsehood,7
ethics-only (U alone),gpt55,s26,blatant_falsehood,6
ethics-only (U alone),gpt55,s26,blatant_falsehood,7
ethics-only (U alone),gpt55,s26,blatant_falsehood,7
ethics-only (U alone),opus48,s26,blatant_falsehood,6
ethics-only (U alone),opus48,s26,blatant_falsehood,6
ethics-only (U alone),opus48,s26,blatant_falsehood,6
ethics-only (U alone),opus48,s26,blatant_falsehood,6
ethics-only (U alone),opus48,s26,blatant_falsehood,6
ethics-only (U alone),opus48,s26,blatant_falsehood,6
ethics-only (U alone),opus48,s26,blatant_falsehood,6
ethics-only (U alone),opus48,s26,blatant_falsehood,6
ethics-only (U alone),opus48,s26,blatant_falsehood,6
ethics-only (U alone),opus48,s26,blatant_falsehood,6
ethics-only (U alone),gemini3pro,s26,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s26,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s26,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s26,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s26,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s26,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s26,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s26,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s26,blatant_falsehood,7
ethics-only (U alone),gemini3pro,s26,blatant_falsehood,7
